datetime,frame_number,x,y,z
2024-08-29 23:57:38.872950,516,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3298986   0.3293889
  0.33043286]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25614372  0.25493738
  0.25493738]",[4.2850003 4.2850003 4.2850003 ... 0.637     0.634     0.634    ]
2024-08-29 23:57:38.912468,517,"[-2.3248801  -2.317671   -2.3104618  ...  0.3298986   0.32990846
  0.33095407]","[-1.6923958  -1.6923958  -1.6923958  ...  0.25614372  0.2553395
  0.2553395 ]",[4.3780003  4.3780003  4.3780003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:38.952845,519,"[-2.2441623  -2.2372038  -2.2302449  ...  0.33041647  0.32990846
  0.33095407]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25654584  0.2553395
  0.2553395 ]",[4.2260003  4.2260003  4.2260003  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:38.995986,520,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3309344   0.330428
  0.33147526]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25694796  0.25574163
  0.25574163]",[4.2260003  4.2260003  4.2260003  ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:39.037879,521,"[-2.1984932  -2.1916761  -2.1848588  ...  0.3309344   0.33094752
  0.33199644]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25694796  0.25614372
  0.25614372]",[4.1400003  4.1400003  4.1400003  ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:39.078781,522,"[-2.3248801  -2.317671   -2.2935739  ...  0.33197016  0.33094752
  0.33199644]","[-1.6923958  -1.6923958  -1.6800256  ...  0.25775218  0.25614372
  0.25614372]",[4.3780003  4.3780003  4.346      ... 0.64100003 0.637      0.637     ]
2024-08-29 23:57:39.119085,523,"[-2.2287621  -2.2218513  -2.21494    ...  0.33041647  0.32990846
  0.33095407]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25654584  0.2553395
  0.2553395 ]",[4.197      4.197      4.197      ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:39.163068,525,"[-2.2919555  -2.2848487  -2.2613816  ...  0.3298986   0.32990846
  0.33095407]","[-1.6684284  -1.6684284  -1.6564449  ...  0.25614372  0.2553395
  0.2553395 ]",[4.316      4.316      4.2850003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:39.206007,526,"[-2.2441623  -2.2372038  -2.2455492  ...  0.3298986   0.32990846
  0.33095407]","[-1.6336374  -1.6336374  -1.6448479  ...  0.25614372  0.2553395
  0.2553395 ]",[4.2260003  4.2260003  4.255      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:39.247656,527,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3293807   0.3293889
  0.33043286]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25574163  0.25493738
  0.25493738]",[4.316      4.316      4.316      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:39.285764,528,"[-2.2919555  -2.2848487  -2.2935739  ...  0.327827    0.32886937
  0.32991168]",[-1.6684284 -1.6684284 -1.6800256 ...  0.2545353  0.2545353  0.2545353],[4.316 4.316 4.346 ... 0.633 0.633 0.633]
2024-08-29 23:57:39.329057,530,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32886282  0.32886937
  0.32991168]",[-1.6800256 -1.6800256 -1.6800256 ...  0.2553395  0.2545353  0.2545353],[4.346      4.346      4.346      ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:39.371716,531,"[-2.2754936  -2.2684379  -2.2777414  ...  0.3309344   0.33094752
  0.33199644]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25694796  0.25614372
  0.25614372]",[4.2850003  4.2850003  4.316      ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:39.411494,532,"[-2.1984932  -2.1916761  -2.1996355  ...  0.33197016  0.33198664
  0.33303884]","[-1.6003926  -1.6003926  -1.6112164  ...  0.25775218  0.25694796
  0.25694796]",[4.1400003  4.1400003  4.168      ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:39.452999,533,"[-2.3078868  -2.3007305  -2.3268218  ...  0.33041647  0.330428
  0.33147526]","[-1.6800256  -1.6800256  -1.7043794  ...  0.25654584  0.25574163
  0.25574163]",[4.346      4.346      4.4090004  ... 0.638      0.63600004 0.63600004]
2024-08-29 23:57:39.496018,535,"[-2.2133622  -2.206499   -2.1996355  ...  0.33248806  0.33198664
  0.33303884]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25815427  0.25694796
  0.25694796]",[4.168      4.168      4.168      ... 0.642      0.63900006 0.63900006]
2024-08-29 23:57:39.538661,536,"[-2.3588665  -2.351552   -2.3442373  ...  0.33041647  0.32990846
  0.33095407]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25654584  0.2553395
  0.2553395 ]",[4.4420004  4.4420004  4.4420004  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:39.579549,537,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33352387  0.33250618
  0.33356002]","[-1.6448479  -1.6448479  -1.6448479  ...  0.2589585   0.25735006
  0.25735006]",[4.255      4.255      4.255      ... 0.64400005 0.64000005 0.64000005]
2024-08-29 23:57:39.619865,538,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33145228  0.33094752
  0.33199644]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25735006  0.25614372
  0.25614372]",[4.255      4.255      4.255      ... 0.64000005 0.637      0.637     ]
2024-08-29 23:57:39.662759,540,"[-2.1984932  -2.1916761  -2.1848588  ...  0.3298986   0.32990846
  0.33095407]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25614372  0.2553395
  0.2553395 ]",[4.1400003  4.1400003  4.1400003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:39.706651,541,"[-2.183624   -2.176853   -2.1848588  ...  0.3309344   0.33146706
  0.33251762]","[-1.5895685  -1.5895685  -1.6003926  ...  0.25694796  0.25654584
  0.25654584]",[4.112      4.112      4.1400003  ... 0.63900006 0.638      0.638     ]
2024-08-29 23:57:39.748437,542,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3293807   0.32990846
  0.33095407]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25574163  0.2553395
  0.2553395 ]",[4.2260003  4.2260003  4.2260003  ... 0.63600004 0.63500005 0.63500005]
2024-08-29 23:57:39.789628,544,"[-2.2287621  -2.2218513  -2.21494    ...  0.32886282  0.32886937
  0.32991168]",[-1.6224269 -1.6224269 -1.6224269 ...  0.2553395  0.2545353  0.2545353],[4.197      4.197      4.197      ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:39.833857,545,"[-2.3413422  -2.3340821  -2.3442373  ...  0.32886282  0.32886937
  0.32991168]",[-1.7043794 -1.7043794 -1.7171361 ...  0.2553395  0.2545353  0.2545353],[4.4090004  4.4090004  4.4420004  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:39.874107,546,"[-2.2595625  -2.2525558  -2.2455492  ...  0.327827    0.32886937
  0.32991168]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2545353  0.2545353  0.2545353],[4.255 4.255 4.255 ... 0.633 0.633 0.633]
2024-08-29 23:57:39.913648,547,"[-2.2754936  -2.2684379  -2.2455492  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6564449 -1.6564449 -1.6448479 ...  0.2541332  0.2541332  0.2541332],[4.2850003 4.2850003 4.255     ... 0.632     0.632     0.632    ]
2024-08-29 23:57:39.958045,548,"[-2.2754936  -2.2684379  -2.2613816  ...  0.327827    0.32886937
  0.32991168]",[-1.6564449 -1.6564449 -1.6564449 ...  0.2545353  0.2545353  0.2545353],[4.2850003 4.2850003 4.2850003 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:40.001968,550,"[-2.2287621  -2.2218513  -2.21494    ...  0.32627335  0.32731077
  0.32834813]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25332898  0.25332898
  0.25332898]",[4.197      4.197      4.197      ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:40.042948,551,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32679123  0.32783028
  0.3288693 ]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25373107  0.25373107
  0.25373107]",[4.2850003  4.2850003  4.2850003  ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:40.084212,552,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2541332  0.2541332  0.2541332],[4.255 4.255 4.255 ... 0.632 0.632 0.632]
2024-08-29 23:57:40.128250,554,"[-2.3588665  -2.351552   -2.3442373  ...  0.32575542  0.3267912
  0.32782692]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25292686  0.25292686
  0.25292686]",[4.4420004 4.4420004 4.4420004 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:40.171808,555,"[-2.2754936  -2.2684379  -2.2455492  ...  0.32316595  0.3241935
  0.325221  ]",[-1.6564449 -1.6564449 -1.6448479 ...  0.2509163  0.2509163  0.2509163],[4.2850003 4.2850003 4.255     ... 0.624     0.624     0.624    ]
2024-08-29 23:57:40.211504,556,"[-2.2133622  -2.206499   -2.21494    ...  0.31902283  0.32055673
  0.3215727 ]","[-1.6112164  -1.6112164  -1.6224269  ...  0.24769944  0.24810155
  0.24810155]",[4.168      4.168      4.197      ... 0.61600006 0.61700004 0.61700004]
2024-08-29 23:57:40.253205,557,"[-2.1984932  -2.1916761  -2.1848588  ...  0.3200586   0.32107624
  0.32209387]","[-1.6003926  -1.6003926  -1.6003926  ...  0.24850366  0.24850366
  0.24850366]",[4.1400003  4.1400003  4.1400003  ... 0.61800003 0.61800003 0.61800003]
2024-08-29 23:57:40.296579,559,"[-2.1984932  -2.1916761  -2.1996355  ...  0.3293807   0.3293889
  0.33043286]","[-1.6003926  -1.6003926  -1.6112164  ...  0.25574163  0.25493738
  0.25493738]",[4.1400003  4.1400003  4.168      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:40.339729,560,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33300593  0.33250618
  0.33356002]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25855637  0.25735006
  0.25735006]",[4.255      4.255      4.255      ... 0.643      0.64000005 0.64000005]
2024-08-29 23:57:40.379898,561,"[-2.2919555  -2.2848487  -2.2777414  ...  0.          0.33406478
  0.33512357]","[-1.6684284  -1.6684284  -1.6684284  ...  0.          0.25855637
  0.25855637]",[4.316 4.316 4.316 ... 0.    0.643 0.643]
2024-08-29 23:57:40.419573,562,"[-2.3078868  -2.3007305  -2.2935739  ...  0.33611333  0.33718204
  0.3382507 ]","[-1.6800256  -1.6800256  -1.6800256  ...  0.26096904  0.26096904
  0.26096904]",[4.346      4.346      4.346      ... 0.64900005 0.64900005 0.64900005]
2024-08-29 23:57:40.461343,564,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3366312   0.32990846
  0.33095407]","[-1.6564449  -1.6564449  -1.6564449  ...  0.26137117  0.2553395
  0.2553395 ]",[4.2850003  4.2850003  4.2850003  ... 0.65000004 0.63500005 0.63500005]
2024-08-29 23:57:40.504078,565,[-2.1984932 -2.1916761 -2.1700819 ...  0.337667   0.         0.       ],"[-1.6003926  -1.6003926  -1.5895685  ...  0.26217535  0.
  0.        ]",[4.1400003 4.1400003 4.112     ... 0.652     0.        0.       ]
2024-08-29 23:57:40.544536,566,[-2.2754936 -2.2684379 -2.2777414 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6684284 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.316     ... 0.        0.        0.       ]
2024-08-29 23:57:40.585158,567,[-2.2595625 -2.2525558 -2.2613816 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6564449 ...  0.         0.         0.       ],[4.255     4.255     4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:40.629433,569,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32213017  0.32315442
  0.32417864]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2501121  0.2501121  0.2501121],[4.255      4.255      4.255      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:40.672776,570,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:40.715746,571,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:40.758519,573,[-2.3078868 -2.3007305 -2.3104618 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6923958 ...  0.         0.         0.       ],[4.346     4.346     4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:40.800189,574,[-2.2287621 -2.2218513 -2.21494   ...  0.3185049  0.3195176  0.3205303],"[-1.6224269  -1.6224269  -1.6224269  ...  0.24729732  0.24729732
  0.24729732]",[4.197 4.197 4.197 ... 0.615 0.615 0.615]
2024-08-29 23:57:40.841685,575,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:40.884887,576,[-2.2133622 -2.206499  -2.1996355 ...  0.         0.         0.       ],[-1.6112164 -1.6112164 -1.6112164 ...  0.         0.         0.       ],[4.168 4.168 4.168 ... 0.    0.    0.   ]
2024-08-29 23:57:40.929095,578,[-2.2754936 -2.2684379 -2.2613816 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6564449 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:40.972367,579,[-2.1984932 -2.1916761 -2.21494   ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6224269 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.197     ... 0.        0.        0.       ]
2024-08-29 23:57:41.012974,580,[-2.183624  -2.176853  -2.1700819 ...  0.         0.         0.       ],[-1.5895685 -1.5895685 -1.5895685 ...  0.         0.         0.       ],[4.112 4.112 4.112 ... 0.    0.    0.   ]
2024-08-29 23:57:41.061482,582,[-2.3413422 -2.3340821 -2.3268218 ...  0.         0.         0.       ],[-1.7043794 -1.7043794 -1.7043794 ...  0.         0.         0.       ],[4.4090004 4.4090004 4.4090004 ... 0.        0.        0.       ]
2024-08-29 23:57:41.110178,583,[-2.0981271 -2.0916214 -2.0851152 ...  0.         0.         0.       ],[-1.5273311 -1.5273311 -1.5273311 ...  0.         0.         0.       ],[3.9510002 3.9510002 3.9510002 ... 0.        0.        0.       ]
2024-08-29 23:57:41.153188,584,[-2.2287621 -2.2218513 -2.2302449 ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6336374 ...  0.         0.         0.       ],[4.197     4.197     4.2260003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.188127,585,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:41.233724,587,[-2.2441623 -2.2372038 -2.2302449 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6336374 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.2260003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.275607,588,[-2.1119342 -2.1053855 -2.0988367 ...  0.         0.         0.       ],[-1.5373819 -1.5373819 -1.5373819 ...  0.         0.         0.       ],[3.9770002 3.9770002 3.9770002 ... 0.        0.        0.       ]
2024-08-29 23:57:41.315352,589,[-2.3078868 -2.3007305 -2.3104618 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6923958 ...  0.         0.         0.       ],[4.346     4.346     4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.358864,591,[-2.2754936 -2.2684379 -2.2613816 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6564449 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.401375,592,[-2.154417  -2.1477368 -2.1553051 ...  0.         0.         0.       ],[-1.5683073 -1.5683073 -1.5787446 ...  0.         0.         0.       ],[4.057 4.057 4.084 ... 0.    0.    0.   ]
2024-08-29 23:57:41.443076,593,[-2.3248801 -2.317671  -2.3268218 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.7043794 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.4090004 ... 0.        0.        0.       ]
2024-08-29 23:57:41.484563,594,[-2.2133622 -2.206499  -2.1996355 ...  0.         0.         0.       ],[-1.6112164 -1.6112164 -1.6112164 ...  0.         0.         0.       ],[4.168 4.168 4.168 ... 0.    0.    0.   ]
2024-08-29 23:57:41.527715,596,"[-2.3078868  -2.3007305  -2.3104618  ...  0.32523754  0.
  0.        ]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25252473  0.
  0.        ]",[4.346     4.346     4.3780003 ... 0.628     0.        0.       ]
2024-08-29 23:57:41.572092,597,[-2.183624  -2.176853  -2.1700819 ...  0.         0.         0.       ],[-1.5895685 -1.5895685 -1.5895685 ...  0.         0.         0.       ],[4.112 4.112 4.112 ... 0.    0.    0.   ]
2024-08-29 23:57:41.613583,598,[-2.2595625 -2.2525558 -2.2613816 ...  0.3185049  0.3195176  0.3205303],"[-1.6448479  -1.6448479  -1.6564449  ...  0.24729732  0.24729732
  0.24729732]",[4.255     4.255     4.2850003 ... 0.615     0.615     0.615    ]
2024-08-29 23:57:41.658543,600,[-2.2754936 -2.2684379 -2.2613816 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6564449 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.701367,601,[-2.168755  -2.1620302 -2.1848588 ...  0.         0.         0.       ],[-1.5787446 -1.5787446 -1.6003926 ...  0.         0.         0.       ],[4.084     4.084     4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.741632,602,[-2.3078868 -2.3007305 -2.2935739 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6800256 ...  0.         0.         0.       ],[4.346 4.346 4.346 ... 0.    0.    0.   ]
2024-08-29 23:57:41.783979,603,[-2.2595625 -2.2525558 -2.2455492 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6448479 ...  0.         0.         0.       ],[4.255 4.255 4.255 ... 0.    0.    0.   ]
2024-08-29 23:57:41.826788,605,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.872096,606,[-2.2287621 -2.2218513 -2.2302449 ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6336374 ...  0.         0.         0.       ],[4.197     4.197     4.2260003 ... 0.        0.        0.       ]
2024-08-29 23:57:41.912602,607,[-2.2287621 -2.2218513 -2.21494   ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6224269 ...  0.         0.         0.       ],[4.197 4.197 4.197 ... 0.    0.    0.   ]
2024-08-29 23:57:41.953335,608,[-2.3588665 -2.351552  -2.3442373 ...  0.         0.         0.       ],[-1.7171361 -1.7171361 -1.7171361 ...  0.         0.         0.       ],[4.4420004 4.4420004 4.4420004 ... 0.        0.        0.       ]
2024-08-29 23:57:41.996622,610,"[-2.3588665  -2.351552   -2.3268218  ...  0.32213017  0.32315442
  0.32417864]",[-1.7171361 -1.7171361 -1.7043794 ...  0.2501121  0.2501121  0.2501121],[4.4420004  4.4420004  4.4090004  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:42.041131,611,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32109436  0.32211533
  0.32313624]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24930786  0.24930786
  0.24930786]",[4.255 4.255 4.255 ... 0.62  0.62  0.62 ]
2024-08-29 23:57:42.082953,612,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:42.125983,614,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3205765   0.3215958
  0.32261506]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24890575  0.24890575
  0.24890575]",[4.255 4.255 4.255 ... 0.619 0.619 0.619]
2024-08-29 23:57:42.170772,615,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:42.211608,616,[-2.1984932 -2.1916761 -2.1848588 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6003926 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:42.254745,617,[-2.2919555 -2.2848487 -2.2777414 ...  0.         0.         0.       ],[-1.6684284 -1.6684284 -1.6684284 ...  0.         0.         0.       ],[4.316 4.316 4.316 ... 0.    0.    0.   ]
2024-08-29 23:57:42.297871,619,[-2.1984932 -2.1916761 -2.1996355 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6112164 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.168     ... 0.        0.        0.       ]
2024-08-29 23:57:42.343004,620,[-2.1984932 -2.1916761 -2.1848588 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6003926 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:42.386877,621,[-2.3758595 -2.3684924 -2.3785408 ...  0.         0.         0.       ],[-1.7295063 -1.7295063 -1.7422631 ...  0.         0.         0.       ],[4.474     4.474     4.5070004 ... 0.        0.        0.       ]
2024-08-29 23:57:42.429336,623,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:42.473139,624,[-2.2919555 -2.2848487 -2.2935739 ...  0.         0.         0.       ],[-1.6684284 -1.6684284 -1.6800256 ...  0.         0.         0.       ],[4.316 4.316 4.346 ... 0.    0.    0.   ]
2024-08-29 23:57:42.513422,625,"[-2.4114392  -2.4039617  -2.4144273  ...  0.33248806  0.
  0.        ]","[-1.7554064  -1.7554064  -1.7685497  ...  0.25815427  0.
  0.        ]",[4.5410004 4.5410004 4.5750003 ... 0.642     0.        0.       ]
2024-08-29 23:57:42.553336,626,"[-2.3078868  -2.3007305  -2.2935739  ...  0.3200586   0.32107624
  0.32209387]","[-1.6800256  -1.6800256  -1.6800256  ...  0.24850366  0.24850366
  0.24850366]",[4.346      4.346      4.346      ... 0.61800003 0.61800003 0.61800003]
2024-08-29 23:57:42.596508,628,[-2.2754936 -2.2684379 -2.2777414 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6684284 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.316     ... 0.        0.        0.       ]
2024-08-29 23:57:42.640078,629,[-2.2287621 -2.2218513 -2.21494   ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6224269 ...  0.         0.         0.       ],[4.197 4.197 4.197 ... 0.    0.    0.   ]
2024-08-29 23:57:42.681474,630,[-2.2441623 -2.2372038 -2.2302449 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6336374 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.2260003 ... 0.        0.        0.       ]
2024-08-29 23:57:42.726907,632,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32213017  0.32315442
  0.32417864]",[-1.6564449 -1.6564449 -1.6564449 ...  0.2501121  0.2501121  0.2501121],[4.2850003  4.2850003  4.2850003  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:42.772479,633,[-2.2754936 -2.2684379 -2.2777414 ...  0.3216123  0.         0.       ],"[-1.6564449  -1.6564449  -1.6684284  ...  0.24970998  0.
  0.        ]",[4.2850003  4.2850003  4.316      ... 0.62100005 0.         0.        ]
2024-08-29 23:57:42.816103,634,[-2.2133622 -2.206499  -2.1996355 ...  0.         0.         0.       ],[-1.6112164 -1.6112164 -1.6112164 ...  0.         0.         0.       ],[4.168 4.168 4.168 ... 0.    0.    0.   ]
2024-08-29 23:57:42.859948,636,[-2.3248801 -2.317671  -2.2935739 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6800256 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.346     ... 0.        0.        0.       ]
2024-08-29 23:57:42.914315,637,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:42.959356,639,[-2.2754936 -2.2684379 -2.2613816 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6564449 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.002110,640,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32109436  0.32211533
  0.32313624]","[-1.6800256  -1.6800256  -1.6800256  ...  0.24930786  0.24930786
  0.24930786]",[4.346 4.346 4.346 ... 0.62  0.62  0.62 ]
2024-08-29 23:57:43.041146,641,[-2.1984932 -2.1916761 -2.1848588 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6003926 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.080977,642,[-2.2919555 -2.2848487 -2.2777414 ...  0.         0.         0.       ],[-1.6684284 -1.6684284 -1.6684284 ...  0.         0.         0.       ],[4.316 4.316 4.316 ... 0.    0.    0.   ]
2024-08-29 23:57:43.121242,643,[-2.2287621 -2.2218513 -2.21494   ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6224269 ...  0.         0.         0.       ],[4.197 4.197 4.197 ... 0.    0.    0.   ]
2024-08-29 23:57:43.163479,645,[-2.2595625 -2.2525558 -2.2455492 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6448479 ...  0.         0.         0.       ],[4.255 4.255 4.255 ... 0.    0.    0.   ]
2024-08-29 23:57:43.207296,646,"[-2.2441623  -2.2372038  -2.2455492  ...  0.3216123   0.3226349
  0.32365745]","[-1.6336374  -1.6336374  -1.6448479  ...  0.24970998  0.24970998
  0.24970998]",[4.2260003  4.2260003  4.255      ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:43.246984,647,[-2.3078868 -2.3007305 -2.2935739 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6800256 ...  0.         0.         0.       ],[4.346 4.346 4.346 ... 0.    0.    0.   ]
2024-08-29 23:57:43.287135,648,[-2.2919555 -2.2848487 -2.2777414 ...  0.         0.         0.       ],[-1.6684284 -1.6684284 -1.6684284 ...  0.         0.         0.       ],[4.316 4.316 4.316 ... 0.    0.    0.   ]
